CASEID,Y1,YY1,OCCAT1,OCCAT2,INDCAT,LF,HOUSECL,EDCL,EDUC,AGECL,LIFECL,FAMSTRUCT,KIDS,MARRIED,EXPENSHILO,WSAVED,SAVRES1,SAVRES2,SAVRES3,SAVRES4,SAVRES5,SAVRES6,SAVRES7,SAVRES8,SAVRES9,ASSET,FIN,NFIN,LIQ,CHECKING,SAVING,MMA,CDS,STOCKS,EQUITY,DEQ,BOND,GOVTBND,OBND,MORTBND,RETQLIQ,RETEQ,IRAKH,YESFINRISK,NOFINRISK
172341,54991,5499,2,1,2,1,1,4,12,2,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,213000.0013,8819.998471,204179.9974,8819.998471,8819.998471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172346,55001,5500,1,3,1,1,2,3,9,4,5,3,0,2,3,3,0,0,0,0,0,1,0,0,0,99116.0003,72365.99886,26749.99601,2366.001942,2250.000256,116.0016859,0,0,0,55999.99934,0,0,0,0,0,69999.99692,55999.99934,0,1,0
172351,55011,5501,1,2,2,1,1,4,12,1,2,5,0,1,1,3,0,0,0,0,0,0,1,0,0,289430.0001,46509.99931,242920.0026,11300.0045,1000.001119,10300.00338,0,0,0,16002.99982,0,0,0,0,0,33300.00017,16002.99982,0,0,0
172366,55041,5504,1,2,2,1,1,4,12,1,3,4,1,1,3,1,0,1,0,0,0,0,0,0,0,353530.0022,44010.00103,309520.003,4010.001502,1000.001119,3010.000383,0,0,4999.996549,26499.99618,4999.996549,0,0,0,0,35000.00298,21499.99963,0,0,1
172376,55061,5506,1,1,2,1,1,4,13,3,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,3964100.001,2873900.002,1090199.999,315400.0019,0,65400.00262,50000.00167,125000.0042,149999.996,238324.0017,159999.9981,749999.998,0,400000.0043,249999.9993,823500.0033,37624.99574,799999.9996,0,0
172381,55071,5507,3,4,4,0,1,4,12,5,6,5,0,1,3,3,0,1,0,0,0,0,0,0,0,326439.9987,52999.99598,273440.0028,26000.00196,5999.997668,0,20000.00429,0,0,0,0,0,0,0,0,27000.00308,0,27000.00308,0,0
172386,55081,5508,1,1,2,1,1,4,13,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,6841699.998,4271499.999,2570199.999,333499.9978,50000.00167,264500.002,19000.00317,350000.0027,1049999.999,1895999.996,1114999.999,449999.997,0,449999.997,0,1983000.003,780999.9965,152999.9993,0,0
172391,55091,5509,1,1,2,1,2,3,9,1,2,5,0,1,1,3,0,0,0,0,0,0,1,0,0,1249.999137,1249.999137,0,1249.999137,249.998018,1000.001119,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172396,55101,5510,1,2,2,1,1,2,8,3,3,4,2,1,1,3,0,0,0,0,1,0,0,0,0,483910.0003,255779.9991,228129.9994,12580.00015,5858.000096,6722.00005,0,0,0,122539.9994,0,0,0,0,0,243199.9989,119350.0001,0,0,0
172401,55111,5511,1,3,1,1,1,2,8,3,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,173760.0001,95199.99979,78560.00034,1600.0036,1000.001119,600.0024809,0,0,0,18390.00004,0,0,0,0,0,89599.99895,18390.00004,0,0,0
172406,55121,5512,1,1,2,1,1,4,12,3,3,4,3,1,1,3,0,0,0,0,0,1,0,0,0,10187300,6246100.003,3941199.996,272100.0032,0,12100.00178,260000.0015,0,3600000.003,3773999.999,3600000.003,2000000.004,0,0,0,173999.9957,173999.9957,149999.996,0,0
172411,55131,5513,3,4,4,0,1,4,13,5,6,4,1,1,3,3,0,0,0,0,0,1,0,0,0,761940.0003,278999.9956,482939.9993,2000.002238,2000.002238,0,0,25000.00084,2000.002238,31999.99962,2000.002238,0,0,0,0,199999.9976,29999.99739,100000.0033,0,1
172416,55141,5514,2,3,2,1,2,3,9,1,3,4,1,1,1,3,0,0,0,0,0,0,1,0,0,232359.9988,37100.00262,195259.9998,27100.00047,4999.996549,18899.99672,3199.998153,10000.00214,0,0,0,0,0,0,0,0,0,0,0,0
172421,55151,5515,3,4,4,0,1,1,5,5,6,5,0,1,3,1,0,0,0,0,0,0,1,0,0,92047.99821,1008.000549,91039.99947,7.99942994,7.99942994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172426,55161,5516,2,1,2,1,1,4,12,4,5,5,0,1,1,1,0,0,0,0,0,0,1,0,0,3560060,117600.0031,3442459.999,12299.99658,7799.996063,4500.000513,0,20000.00429,0,33070.00164,0,0,0,0,0,85300.00228,33070.00164,85300.00228,0,1
172436,55181,5518,2,3,1,1,1,3,9,4,5,4,1,1,1,2,0,0,0,0,0,1,0,0,0,706600.0001,286600.0005,419999.9996,4999.996549,499.996036,4500.000513,0,0,0,96099.99989,16599.99867,0,0,0,0,264999.998,79500.00121,264999.998,0,0
172446,55201,5520,2,1,2,1,1,4,13,4,5,5,0,1,1,3,0,0,1,0,0,0,0,0,0,16081108,1100128.001,14980980,80127.99899,51303.99922,10000.00214,18824.00124,0,170000.0003,820000.0039,470000.0013,0,0,0,0,350000.0027,350000.0027,350000.0027,0,0
172451,55211,5521,2,3,1,1,1,2,8,5,5,5,0,1,1,3,0,0,1,0,0,0,0,0,0,453619.9987,109020.0002,344599.9966,7020.001885,5100.002993,1920.000701,0,65000.00037,0,0,0,0,0,0,0,6999.998787,0,6999.998787,0,1
172461,55231,5523,1,1,2,1,1,4,13,3,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,21632400,11384600,10247800,357999.999,357999.999,0,0,0,815000.0001,6152839.998,5038000.002,0,0,0,0,2156800,1114840.002,34600.00072,0,0
172471,55251,5525,1,2,2,1,2,4,12,2,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,265799.9989,190799.9964,75000.00251,48800.00033,8800.000801,0,39999.99953,20000.00429,0,83000.00242,35000.00298,0,0,0,0,79999.99906,47999.99944,79999.99906,0,0
172476,55261,5526,1,2,2,1,2,4,12,1,1,2,0,2,3,3,0,0,0,0,0,1,0,0,0,63699.99801,54200.00095,9499.997061,4199.999272,3499.999393,0,699.9998787,0,0,50000.00167,0,0,0,0,0,50000.00167,50000.00167,25000.00084,1,0
172486,55281,5528,1,2,2,1,1,4,12,3,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,778279.9985,27980.0011,750299.9992,21879.99698,6380.002255,15500.00378,0,0,0,4739.999695,0,0,0,0,0,5999.997668,4739.999695,5999.997668,0,0
172491,55291,5529,1,1,2,1,2,4,12,1,2,5,0,1,1,3,0,0,0,1,0,0,0,0,0,31999.99962,28500.00023,3499.999393,18000.00205,3000.003357,14999.99869,0,0,0,5250.003614,0,0,0,0,0,10499.99818,5250.003614,10499.99818,0,0
172501,55311,5531,1,3,1,1,1,3,9,4,5,4,3,1,2,2,0,0,0,0,0,1,0,0,0,226117.9971,11238.00304,214880.0013,8799.997182,3499.999393,5299.997789,0,0,60.00024809,1094.995481,60.00024809,0,0,0,0,2300.003479,1035.00428,0,0,0
172511,55331,5533,2,3,2,1,1,1,5,5,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,320880.0005,21260.00226,299620.0018,2199.997034,200.0038427,0,2000.002238,14999.99869,0,0,0,0,0,0,0,0,0,0,0,1
172516,55341,5534,1,1,2,1,1,4,14,1,1,2,0,2,3,3,0,0,0,0,0,1,0,0,0,387039.9978,15500.00378,371540.0031,3000.003357,3000.003357,0,0,0,0,11000.00326,0,0,0,0,0,11000.00326,11000.00326,11000.00326,0,0
172521,55351,5535,2,1,2,1,1,4,13,3,3,4,3,1,3,3,0,1,0,0,0,0,0,0,0,27537600,15530000,12007600,3029999.998,29999.99739,2000000.004,999999.9973,0,4999999.995,9000000.003,9000000.003,0,0,0,0,0,0,0,0,0
172531,55371,5537,1,1,2,1,1,4,12,1,3,4,2,1,3,3,0,0,0,0,1,0,0,0,0,234209.9986,1150.001739,233059.9968,850.0004989,799.9972765,50.00322244,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172536,55381,5538,1,1,2,1,1,4,13,1,3,4,1,1,1,1,0,0,0,0,0,0,1,0,0,401000.0018,105599.9988,295400.0013,14999.99869,4999.996549,0,10000.00214,0,0,47037.99968,0,0,0,0,0,90599.99826,47037.99968,20799.99976,0,0
172541,55391,5539,1,1,2,1,1,4,14,4,5,5,0,1,1,3,0,0,0,0,0,1,0,0,0,3860800.002,2307400,1553400.001,141000.004,135999.9984,4999.996549,0,0,0,848780.0023,0,0,0,0,0,2166399.998,848180.0016,600000.002,0,0
172546,55401,5540,2,1,2,1,1,3,9,4,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,5628515.001,681000.0022,4947515.001,51000.00279,11000.00326,39999.99953,0,0,0,343999.996,0,0,0,0,0,430000.0017,343999.996,90000.0012,0,0
172551,55411,5541,3,4,4,0,1,2,8,6,6,3,0,2,1,2,0,0,0,0,0,0,1,0,0,89018.00016,2658.000134,86360.00183,2658.000134,838.0004493,1819.999685,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172556,55421,5542,2,1,2,1,1,4,12,3,3,4,1,1,3,3,0,0,0,0,0,0,1,0,0,551071859.9,10196680,540875179.9,7453279.999,54440.00194,6758599.999,640239.9989,0,729999.9973,2937199.998,1700000.001,0,0,0,0,21200.0002,21200.0002,21200.0002,0,0
172561,55431,5543,1,2,2,1,1,3,11,3,3,4,2,1,3,3,0,1,0,0,0,0,0,0,0,425240.0007,242640.0009,182599.9963,20060.00092,1559.999213,18499.99809,0,0,0,127319.9981,0,0,0,0,0,215999.9975,127319.9981,0,0,0
172566,55441,5544,2,1,2,1,1,4,14,4,5,5,0,1,1,2,0,0,0,0,0,1,0,0,0,4587799.999,2105400,2482399.997,12999.99645,10000.00214,0,3000.003357,5999.997668,0,461820.0006,0,0,0,0,0,2081400.001,461820.0006,0,0,0
172571,55451,5545,2,1,2,1,1,4,13,2,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,915800.0008,34000.00186,881800.0007,34000.00186,34000.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172576,55461,5546,1,1,2,1,1,4,12,2,3,4,2,1,1,3,0,0,0,0,0,1,0,0,0,2048600.004,583000.0011,1465600.003,220000.0019,109999.9964,109999.9964,0,0,0,179700.003,0,0,0,0,0,344999.9971,179700.003,344999.9971,0,0
172581,55471,5547,1,2,1,1,1,2,8,1,3,4,2,1,2,3,0,0,0,0,0,0,1,0,0,640970.0007,391070.0006,249900.0037,13530.00166,3030.003481,10499.99818,0,329999.9984,0,41959.99919,0,0,0,0,0,47040.00451,41959.99919,0,0,0
172586,55481,5548,2,1,2,1,1,4,13,4,5,5,0,1,1,3,0,0,0,0,0,1,0,0,0,14813806,6230826.001,8582979.998,310000.0031,184999.999,0,125000.0042,0,1599999.999,3459290.001,2599999.997,984826.0015,0,574805.9991,115019.9997,1185999.997,709290.0015,50000.00167,0,0
172606,55521,5552,2,1,2,1,1,4,14,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,7441021.998,3568521.998,3872499.999,30021.99989,5021.999052,0,25000.00084,7939.999658,315999.999,2692415.999,2545999.999,140000.0029,39999.99953,0,0,294559.9996,146415.9999,294559.9996,0,0
172611,55531,5553,2,1,2,1,1,3,9,3,2,5,0,1,2,1,0,0,0,0,0,1,0,0,0,477719.9994,25000.00084,452719.9986,12999.99645,0,3000.003357,10000.00214,12000.00438,0,0,0,0,0,0,0,0,0,0,0,0
172616,55541,5554,3,4,4,0,1,4,14,5,6,5,0,1,1,3,0,0,0,0,0,0,1,0,0,1092280.001,744739.9991,347540.0034,405640.0005,3639.999369,0,402000.0012,0,0,2066.9995,0,0,0,0,0,339100.0022,2066.9995,6900.001389,0,1
172626,55561,5556,3,4,4,0,1,2,8,6,6,3,0,2,3,2,0,0,0,0,0,0,1,0,0,254227.9993,62128.00055,192100.0024,15928.00132,5960.000518,9968.000806,0,0,46199.99742,46199.99742,46199.99742,0,0,0,0,0,0,0,0,1
172631,55571,5557,3,4,4,1,1,4,12,5,5,4,1,1,3,3,0,0,0,0,0,1,0,0,0,982239.9999,149099.9977,833140.0004,92099.99722,8300.001146,83800.00331,0,0,0,27450.00313,0,0,0,0,0,12000.00438,0,12000.00438,0,0
172636,55581,5558,2,1,2,1,1,4,12,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1046519.999,311599.9995,734920.0032,147000.0017,14999.99869,0,132000.003,100000.0033,0,0,0,0,0,0,0,60599.99906,0,60599.99906,0,1
172641,55591,5559,2,1,2,1,1,4,14,4,5,5,0,1,2,3,0,0,0,0,0,0,1,0,0,1828911.999,1014942.001,813969.9989,577942.0001,92853.99732,256620.0008,178867.9989,0,12800.00347,17400.00319,12800.00347,0,0,0,0,424199.9989,0,424199.9989,0,0
172646,55601,5560,1,1,2,1,1,4,12,5,5,3,0,2,2.6,3,0,0,0,0,0,0,1,0,0,5015200.002,4035000.001,980200.0023,199999.9976,0,0,199999.9976,0,0,2519999.998,275000.0002,0,0,0,0,2009999.997,1207499.999,2000000.004,0,0
172651,55611,5561,1,1,2,1,1,4,12,4,5,3,0,2,3,3,0,0,0,0,0,0,1,0,0,475600.0021,359999.9994,115600.0027,148000.0028,68000.00372,0,0,0,25000.00084,96000.00068,25000.00084,0,0,0,0,141999.9997,71000.00165,60000.00382,0,1
172666,55641,5564,1,2,2,1,2,3,11,1,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,76999.9957,65000.00037,12000.00438,51000.00279,10000.00214,41000.00065,0,6999.998787,0,2380.003206,0,0,0,0,0,6999.998787,2380.003206,0,0,0
172671,55651,5565,3,4,4,0,1,2,8,6,6,5,0,1,1,3,0,0,0,0,0,0,1,0,0,488750.001,26049.99613,462700.0012,12049.99856,2049.996414,10000.00214,0,4999.996549,0,0,0,0,0,0,0,7999.999906,0,7999.999906,0,0
172676,55661,5566,2,1,2,1,1,3,9,3,3,4,2,1,1,3,0,1,0,0,0,0,0,0,0,930840.0002,99139.99859,831699.998,27740.0001,8739.998744,18999.99955,0,0,0,1679.997899,0,0,0,0,0,26000.00196,0,26000.00196,0,0
172682,55672,5567,3,4,4,0,2,3,11,5,6,3,0,2,2,3,0,0,0,0,0,0,1,0,0,7453.332989,5653.334594,1799.998396,20.00309839,20.00309839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172687,55682,5568,2,3,2,1,2,2,8,3,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,15449.99829,6075.00024,9375.000314,300.0012404,300.0012404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172691,55691,5569,1,3,2,1,1,3,11,5,5,4,1,1,3,3,0,0,0,0,0,0,1,0,0,363060.0012,220000.0019,143059.9992,3000.003357,3000.003357,0,0,21999.99748,0,82499.99733,0,0,0,0,0,165000.0037,82499.99733,165000.0037,0,0
172696,55701,5570,1,3,1,1,1,2,8,3,3,4,1,1,1,2,0,0,0,0,0,1,0,0,0,733146.0007,423145.9993,310000.0031,21500.00144,10000.00214,11499.9993,0,0,0,270970.001,0,0,0,0,0,265000.0016,186969.9993,265000.0016,0,1
172701,55711,5571,1,3,2,1,1,1,6,3,1,2,0,2,2,1,0,0,0,0,0,0,0,1,0,116449.996,3049.997533,113399.9984,3049.997533,3000.003357,50.00322244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172706,55721,5572,3,4,4,0,1,3,9,6,6,4,1,1,3,3,0,0,0,0,0,0,1,0,0,625999.9985,441800.0005,184200.0017,52000.0021,52000.0021,0,0,353399.9992,0,9290.001621,0,0,0,0,0,36399.99912,9290.001621,36399.99912,0,1
172711,55731,5573,3,4,4,0,1,4,14,6,6,5,0,1,3,3,0,0,0,0,1,0,0,0,0,46680399.99,3264999.999,43415400,65000.00037,0,0,65000.00037,0,3000000.001,3000000.001,3000000.001,0,0,0,0,0,0,0,0,0
172716,55741,5574,1,1,2,1,1,4,14,4,5,4,2,1,3,3,0,0,0,0,0,0,1,0,0,222844132,197076412,25767720,3623000,213599.9984,992800.0001,2416599.999,0,0,101892012,101892012,0,0,0,0,1851400,0,985799.9977,0,0
172721,55751,5575,3,4,4,0,2,3,9,6,6,3,0,2,3,3,0,0,0,0,0,0,1,0,0,3000.003357,3000.003357,0,2000.002238,2000.002238,0,0,1000.001119,0,0,0,0,0,0,0,0,0,0,0,1
172726,55761,5576,4,4,4,1,2,2,8,4,5,3,0,2,3,1,1,0,0,0,0,0,0,0,0,19640.00099,1099.998517,18539.99705,1000.001119,1000.001119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172731,55771,5577,1,1,2,1,1,2,8,3,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,177299.9967,101100.0019,76200.00204,1099.998517,600.0024809,499.996036,0,0,0,100000.0033,0,0,0,0,0,100000.0033,100000.0033,0,0,0
172736,55781,5578,2,1,1,1,1,2,8,5,5,3,0,2,1,1,0,0,0,0,0,0,1,0,0,502320.0016,48600.00192,453719.9997,2799.999515,300.0012404,0,2499.998274,0,0,0,0,0,0,0,0,44999.99608,0,44999.99608,0,0
172741,55791,5579,1,3,2,1,2,2,8,2,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,29740.00234,10959.99707,18779.99623,1460.000005,1399.999757,60.00024809,0,0,0,9499.997061,0,0,0,0,0,9499.997061,9499.997061,0,0,0
172746,55801,5580,3,4,4,0,1,2,8,6,6,3,0,2,3,3,0,0,0,0,0,1,0,0,0,61040.00209,28299.9982,32739.99846,8499.995942,8499.995942,0,0,0,0,19800.00045,19800.00045,0,0,0,0,0,0,0,1,0
172756,55821,5582,3,4,4,0,1,4,13,6,6,5,0,1,2,3,0,0,1,0,0,0,0,0,0,24074500,6327500.002,17746999.99,327500.0001,2499.998274,0,325000.0018,0,249999.9993,249999.9993,249999.9993,5200000.002,0,0,0,0,0,0,0,1
172761,55831,5583,3,4,4,0,1,1,3,6,6,5,0,1,3,2,0,0,0,0,1,0,0,0,0,449620.0014,319920.0019,129699.9995,39180.00096,0,0,39180.00096,83999.99992,109199.9974,109199.9974,109199.9974,0,0,0,0,19639.99918,0,19639.99918,0,0
172766,55841,5584,1,3,2,1,1,2,8,2,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,719986.0011,292185.9982,427800.0011,41506.00214,32279.99958,9226.002563,0,101999.9965,0,145600.0001,145600.0001,0,0,0,0,0,0,0,0,0
172771,55851,5585,3,4,4,0,2,4,13,6,6,3,0,2,3,2,0,0,0,0,0,0,1,0,0,10000.00214,10000.00214,0,10000.00214,10000.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172776,55861,5586,1,3,1,1,1,2,8,6,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,441446980,406288000,35158980,8719999.997,2970000.004,0,5750000.003,10000000,316048000,317567999.9,316048000,0,0,0,0,1520000,1520000,0,0,0
172781,55871,5587,1,3,2,1,1,2,8,3,3,4,2,1,1,3,0,1,0,0,0,0,0,0,0,402690.0004,93629.99993,309060.0023,2529.998398,489.9990104,2039.999388,0,25400.00128,0,62400.00108,0,0,0,0,0,62400.00108,62400.00108,62400.00108,0,0
172791,55891,5589,1,2,2,1,2,4,12,1,1,2,0,2,3,3,0,0,0,0,0,1,0,0,0,1467000.002,1467000.002,0,641399.9995,0,278600.0006,277199.999,0,558199.9968,661999.999,558199.9968,143799.9999,0,0,0,123599.999,103799.9986,83999.99811,0,0
172796,55901,5590,1,1,2,1,1,4,13,4,5,5,0,1,1,2,0,0,0,0,0,1,0,0,0,522633.0006,329913.0016,192719.9989,8312.999994,7300.000027,1012.999967,0,0,0,238200.0006,224999.9985,0,0,0,0,17599.99979,13199.99668,0,0,0
172801,55911,5591,1,2,2,1,1,2,8,5,5,5,0,1,1,1,0,0,0,0,0,1,0,0,0,988540.0024,535000.0016,453540.0008,14999.99869,10000.00214,4999.996549,0,0,100000.0033,340000.0005,100000.0033,0,0,0,0,400000.0043,239999.9972,0,0,0
172806,55921,5592,2,1,1,1,1,2,8,3,3,4,1,1,3,2,0,1,0,0,0,0,0,0,0,178439.9978,9099.998423,169339.9993,4899.999151,3000.003357,1899.995793,0,0,0,269.999307,0,0,0,0,0,3000.003357,269.999307,0,0,1
172811,55931,5593,1,2,2,1,1,3,11,1,3,4,3,1,3,2,0,0,0,0,0,1,0,0,0,160559.001,26339.00155,134219.9995,3139.000916,850.9956779,2287.998001,0,0,0,23199.99882,0,0,0,0,0,23199.99882,23199.99882,0,1,0
172821,55951,5595,1,3,2,1,1,2,8,4,5,3,0,2,3,3,0,0,0,0,0,1,0,0,0,130000.0007,32800.00052,97200.00021,22799.99837,12799.99804,10000.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172836,55981,5598,3,4,4,0,1,2,8,5,6,5,0,1,1,3,0,0,0,0,0,1,0,0,0,191200.0041,35000.00298,156200.0011,33000.00074,0,0,33000.00074,0,0,0,0,0,0,0,0,0,0,0,0,0
172841,55991,5599,4,4,4,1,1,1,2,4,5,3,0,2,1,1,0,0,0,0,0,0,1,0,0,9859.99674,1600.0036,8260.002187,549.9992585,300.0012404,249.998018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172846,56001,5600,1,3,1,1,1,3,9,1,3,4,3,1,3,2,0,0,0,0,0,0,1,0,0,118460.0007,1000.001119,117460.0014,1000.001119,1000.001119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172851,56011,5601,2,1,2,1,1,4,12,3,3,4,3,1,3,3,0,0,0,0,0,0,1,0,0,1339970,300150.0016,1039820,150.0006202,150.0006202,0,0,0,0,149999.996,0,0,0,0,0,300000.001,149999.996,300000.001,0,0
172856,56021,5602,2,2,2,1,1,4,12,2,3,4,2,1,1,3,0,0,0,0,0,1,0,0,0,9172799.997,3744800,5427999.995,642799.9992,199999.9976,8799.997182,100000.0033,0,0,2570000.001,2000000.004,0,0,0,0,999999.9973,569999.9992,0,0,0
172866,56041,5604,1,2,2,1,1,4,14,3,2,5,0,1,1,2,0,0,0,0,1,0,0,0,0,93844.20226,6004.200942,87840.00313,324.2003755,180.1997801,120.0004962,24.00009924,0,0,5680.000567,0,0,0,0,0,5680.000567,5680.000567,5680.000567,0,1
172871,56051,5605,1,1,2,1,2,3,9,1,2,5,0,1,1,1,0,0,0,0,1,0,0,0,0,1009.001156,1009.001156,0,9.000037213,1.004226106,7.99942994,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172881,56071,5607,1,1,2,1,1,2,8,3,4,1,1,2,3,2,0,0,0,0,0,0,1,0,0,155452.001,4252.0019,151199.9973,4252.0019,691.9986393,3559.999641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172886,56081,5608,2,1,2,1,1,4,14,2,3,4,2,1,1,3,0,0,0,0,0,1,0,0,0,55419119.99,32789199.99,22629920,3572800,1375599.998,0,2197200,0,6999999.999,13902400,13898000,1281599.998,0,0,619600.0004,8799.997182,4400.003115,8799.997182,0,0
172891,56091,5609,1,1,1,1,1,4,12,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,1231910,942510.0014,289399.9982,175010.0029,1510.003228,75499.99855,98000.00111,0,699.9998787,356100.0014,37699.99605,0,0,0,0,716799.997,318400.0017,56800.00024,0,0
172911,56131,5613,3,4,4,0,1,4,14,6,6,5,0,1,1,3,0,0,0,0,0,0,1,0,0,273579.9991,20960.00102,252620.0035,20960.00102,5960.000518,14999.99869,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172916,56141,5614,3,4,4,0,1,2,8,5,6,5,0,1,1,3,0,0,0,0,1,0,0,0,0,378400.0001,52999.9996,325400.0023,45579.99908,5779.999774,39799.99931,0,0,0,4823.003054,0,0,0,0,0,7419.998714,4823.003054,7419.998714,0,1
172926,56161,5616,1,3,1,1,1,2,8,3,3,4,1,1,1,3,0,0,0,0,0,0,1,0,0,224003.9998,59803.99879,164200.001,9803.998921,9803.998921,0,0,0,0,50000.00167,0,0,0,0,0,50000.00167,50000.00167,0,0,0
172931,56171,5617,1,2,2,1,1,2,8,3,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,572050.0028,143650.0029,428399.9999,33000.00074,4999.996549,18000.00205,10000.00214,0,649.9966562,66649.99814,649.9966562,0,0,0,0,109999.9964,66000.00149,0,0,0
172941,56191,5619,2,1,2,1,1,2,8,2,3,4,1,1,1,3,0,0,0,0,0,0,1,0,0,6319489.998,258249.9972,6061239.999,14249.99559,12250.0024,2000.002238,0,0,172000.0025,187000.0012,172000.0025,0,0,0,0,60000.00382,14999.99869,0,0,0
172946,56201,5620,3,4,4,0,1,2,8,4,6,3,0,2,1,3,0,0,0,0,0,0,1,0,0,248480.0009,31200.00235,217280.0003,29999.99739,12000.00438,18000.00205,0,0,1199.995915,1199.995915,1199.995915,0,0,0,0,0,0,0,0,1
172951,56211,5621,1,2,2,1,2,2,8,4,5,3,0,2,3,3,0,0,0,0,0,1,0,0,0,8359.999585,6399.996306,1959.99966,6399.996306,900.0037213,0,5500.001632,0,0,0,0,0,0,0,0,0,0,0,0,1
172956,56221,5622,2,1,1,1,2,3,9,3,3,4,2,1,1,3,0,1,0,0,0,0,0,0,0,26417199.99,17934200,8483000.003,108000.0033,107000.0021,1000.001119,0,0,14000000,14009720,14000000,3800000.001,0,799999.9996,0,26199.99856,9719.998574,0,0,0
172961,56231,5623,3,4,4,0,1,4,13,6,6,3,0,2,3,1,0,0,0,0,0,0,1,0,0,995600.0014,694999.9997,300600.0017,39999.99953,39999.99953,0,0,0,44999.99608,75000.00251,44999.99608,0,0,0,0,60000.00382,29999.99739,60000.00382,0,1
172966,56241,5624,4,4,4,1,2,3,11,3,1,2,0,2,1,3,0,0,0,0,0,1,0,0,0,18672.00121,7671.997947,11000.00326,5932.001608,4312.000338,1619.997651,0,0,0,1044.000698,0,0,0,0,0,1739.998148,1044.000698,1739.998148,0,1
172971,56251,5625,1,1,2,1,2,3,9,3,1,2,0,2,1,3,0,0,0,0,0,0,1,0,0,44733.9992,40533.99993,4199.999272,2494.001868,1674.001493,0,820.0003749,0,0,0,0,0,0,0,0,38039.99987,0,0,0,1
172976,56261,5626,1,1,2,1,1,4,13,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,60770339.99,6252000.002,54518339.99,5196999.997,25000.00084,0,5171999.996,300000.001,100000.0033,542999.9979,350000.0027,0,0,0,0,325000.0018,193000.0025,0,0,0
172996,56301,5630,1,1,2,1,1,4,13,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,378349.9987,42350.00261,335999.996,16150.00043,12650.00104,3499.999393,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173001,56311,5631,1,1,2,1,1,4,14,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,1370100,993500.0036,376599.9963,14999.99869,3000.003357,2000.002238,10000.00214,12000.00438,1499.997155,725250.0006,1499.997155,0,0,0,0,865000,701999.9985,39999.99953,0,0
173011,56331,5633,1,3,1,1,1,4,12,3,3,4,5,1,3,3,0,0,0,0,0,1,0,0,0,387996.0012,149495.9975,238500.0036,8995.998596,399.9986382,8595.999958,0,0,0,0,0,0,0,0,0,90000.0012,0,0,0,1
173016,56341,5634,1,1,2,1,1,2,8,1,1,2,0,2,1,1,0,0,0,0,0,1,0,0,0,137520.0005,7519.999731,130000.0007,3720.000906,3720.000906,0,0,0,0,1074.000822,0,0,0,0,0,3800.000634,1074.000822,0,0,0
173021,56351,5635,1,2,2,1,1,3,9,4,5,3,0,2,1,2,0,0,0,0,0,0,1,0,0,159435.9994,1875.999313,157559.9983,375.9967296,249.998018,125.9987116,0,0,0,0,0,0,0,0,0,0,0,0,0,1
