CASEID,Y1,YY1,OCCAT1,OCCAT2,INDCAT,LF,HOUSECL,EDCL,EDUC,AGECL,LIFECL,FAMSTRUCT,KIDS,MARRIED,EXPENSHILO,WSAVED,SAVRES1,SAVRES2,SAVRES3,SAVRES4,SAVRES5,SAVRES6,SAVRES7,SAVRES8,SAVRES9,ASSET,FIN,NFIN,LIQ,CHECKING,SAVING,MMA,CDS,STOCKS,EQUITY,DEQ,BOND,GOVTBND,OBND,MORTBND,RETQLIQ,RETEQ,IRAKH,YESFINRISK,NOFINRISK,RISK_RATIO,RISK_RATIO_EXT,RISK_LABEL,RISK_LABEL_EXT,RISK_LABEL_NAME
148396,6581,658,2,1,2,1,1,4,13,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,41290899.99,34639000,6651900.001,288999.9977,288999.9977,0,0,0,25000000,25850000,25000000,8499999.995,0,0,0,850000.0013,850000.0013,149999.996,0,0,74.62686567,77.08074713,5,5,Very Aggressive
148401,6591,659,1,1,2,1,2,2,8,1,2,5,0,1,1,3,0,0,0,0,0,0,1,0,0,186130.003,9110.004496,177019.9985,7110.002257,3610.002864,3499.999393,0,0,0,1229.999658,0,0,0,0,0,2000.002238,1229.999658,1000.001119,0,0,13.50163612,27.00327224,2,2,Conservative
148416,6621,662,1,1,2,1,2,4,12,4,5,4,1,1,3,3,0,0,0,0,0,0,1,0,0,917500,176599.9986,740900.0014,16800.00071,600.0024809,16200.00004,0,0,0,79900.00166,0,0,0,0,0,159800.0015,79900.00166,159800.0015,0,0,45.24348941,90.48697882,3,5,Moderate
148436,6661,666,3,4,4,0,1,2,8,4,6,3,0,2,1,3,0,0,0,0,0,1,0,0,0,754862.0012,87022.00035,667840.0008,86999.99785,4999.996549,2000.002238,10000.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148441,6671,667,3,4,4,0,2,4,13,6,6,3,0,2,3,2,0,0,0,0,0,0,1,0,0,842659.9987,838440,4219.998752,12500.00042,7500.00387,0,4999.996549,249999.9993,0,149999.996,149999.996,0,0,0,0,0,0,0,0,1,17.89036735,17.89036735,2,2,Conservative
148446,6681,668,1,3,1,1,1,3,9,3,3,4,3,1,3,1,0,0,0,0,0,0,1,0,0,1088379.997,188000.0023,900380.0021,9000.001025,5999.997668,3000.003357,0,0,0,33100.00176,0,0,0,0,0,179000.0013,33100.00176,27000.00308,0,1,17.6063837,35.2127674,2,3,Conservative
148456,6701,670,4,4,4,0,1,3,9,4,6,5,0,1,2,2,0,0,0,0,0,1,0,0,0,408199.999,1199.995915,407000.0031,1199.995915,1199.995915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148461,6711,671,1,3,1,1,1,2,8,1,3,4,1,1,1,1,0,0,0,1,0,0,0,0,0,76067.99969,5687.999996,70379.99969,1525.998469,525.9973498,1000.001119,0,0,0,980.198866,0,0,0,0,0,2062.000082,980.198866,0,0,0,17.23275082,34.46550164,2,3,Conservative
148466,6721,672,1,3,1,1,1,2,8,3,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,857999.9976,589999.9998,267999.9978,50000.00167,0,39999.99953,10000.00214,0,20000.00429,427500.0035,20000.00429,0,0,0,0,520000.0029,407499.9992,0,0,0,72.45762772,100,5,5,Very Aggressive
148476,6741,674,1,1,2,1,2,3,11,2,1,2,0,2,3,3,0,0,0,0,0,0,0,1,0,115659.9993,36739.99932,78920.00002,32400.00007,32400.00007,0,0,2159.999884,2180.001173,2180.001173,2180.001173,0,0,0,0,0,0,0,0,0,5.933590674,5.933590674,1,1,Very Conservative
148481,6751,675,3,4,4,0,1,1,3,6,6,5,0,1,3,3,0,0,0,0,0,1,0,0,0,469569.9971,300449.9992,169119.9996,2450.004099,2450.004099,0,0,149999.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148491,6771,677,2,1,1,1,1,3,11,3,3,4,2,1,1,1,0,0,0,0,1,0,0,0,0,2096661.398,716401.4025,1380260,4001.401346,3983.401272,0,18.00007443,249999.9993,195000.0011,210189.9994,195000.0011,0,0,0,0,15799.99959,6970.002282,0,0,0,29.3396968,30.31261537,2,3,Conservative
148497,6782,678,1,2,2,1,1,3,11,2,3,4,2,1,2,3,0,0,0,0,0,0,1,0,0,78260.00091,1360.002608,76899.9983,159.9976459,159.9976459,0,0,0,0,300.0012404,0,0,0,0,0,1199.995915,300.0012404,0,0,1,22.05887244,44.11774489,2,3,Conservative
148506,6801,680,1,1,1,1,1,4,13,3,3,4,2,1,1,3,0,0,0,0,0,1,0,0,0,1695139.997,518000.0007,1177140,13999.99757,0,6999.998787,6999.998787,90000.0012,119999.9986,158999.997,119999.9986,0,0,0,0,277000.0024,38999.99841,27000.00308,0,0,30.69498007,38.22393729,3,3,Moderate
148516,6821,682,1,2,2,1,1,3,9,5,5,3,0,2,3,3,0,0,0,0,1,0,0,0,0,219599.9997,9920.000607,209679.9991,7419.998714,1679.997899,5740.000815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148521,6831,683,1,1,2,1,1,4,13,1,3,4,1,1,3,2,0,0,0,0,1,0,0,0,0,290403.9981,76063.99907,214339.999,6064.000345,1064.000177,4999.996549,0,0,4999.996549,41050.00025,4999.996549,0,0,0,0,65000.00037,32499.99566,0,0,0,53.96771239,96.69488432,4,5,Aggressive
148531,6851,685,2,3,1,1,2,3,9,2,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,53900.00151,14700.00107,39200.00044,5100.002993,1799.998396,3299.995551,0,0,0,4830.001877,0,0,0,0,0,9599.998078,4830.001877,0,0,1,32.85715323,65.71430646,3,4,Moderate
148541,6871,687,3,4,4,0,1,4,12,4,6,5,0,1,3,3,0,0,1,0,0,0,0,0,0,111840230,55888669.99,55951559.99,9144469.999,28066.00085,159399.9993,215003.9988,0,20000000,28891090,24240000,17802000,2050000,1986000.001,0,4702199.999,4532879.999,282200.001,0,0,51.69400166,59.8045543,4,4,Aggressive
148551,6891,689,4,4,4,0,2,3,11,1,3,4,1,1,3,3,0,0,0,0,0,0,1,0,0,233056.2007,160396.2006,72660.00188,28306.19907,2712.201202,25501.99809,0,0,118200.0002,132797.4996,118200.0002,0,0,0,0,11945.99873,11397.49767,0,0,0,82.79341975,89.89925993,5,5,Very Aggressive
148556,6901,690,1,3,1,1,1,3,9,4,5,4,1,1,3,3,0,0,0,0,0,0,1,0,0,382069.9996,175450.0023,206619.9991,1199.995915,1199.995915,0,0,499.996036,0,173600.0007,0,0,0,0,0,173600.0007,173600.0007,0,0,1,98.94556763,100,5,5,Very Aggressive
148561,6911,691,2,1,2,1,1,4,14,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,6399800.001,1287000.002,5112799.999,155000.0016,54999.99822,100000.0033,0,0,2000.002238,762000.0023,2000.002238,0,0,0,0,760000.0001,760000.0001,0,0,0,59.20745931,100,4,5,Aggressive
148566,6921,692,3,4,4,0,2,3,11,5,6,3,0,2,2,3,0,0,0,0,0,0,1,0,0,47339.99671,45100.00071,2239.999612,12999.99645,6999.998787,5999.997668,0,5500.001632,0,11680.00185,0,0,0,0,0,26600.00263,11680.00185,0,0,1,25.89800813,51.79601627,2,4,Conservative
148571,6931,693,1,1,2,1,2,2,8,4,5,1,2,2,3,2,0,0,0,0,0,0,1,0,0,15513.99961,10913.99989,4599.99791,13.99945475,13.99945475,0,0,0,0,5450.000219,0,0,0,0,0,10900.00044,5450.000219,0,0,1,49.93586469,99.87172939,3,5,Moderate
148576,6941,694,1,1,2,1,1,4,12,3,2,5,0,1,1,2,0,0,0,0,0,1,0,0,0,815500.0034,15500.00378,799999.9996,2499.998274,1499.997155,1000.001119,0,0,0,3899.999841,0,0,0,0,0,12999.99645,3899.999841,0,0,1,25.16128317,50.32256634,2,4,Conservative
148581,6951,695,1,3,1,1,2,4,12,4,5,1,1,2,3,3,0,0,0,0,0,1,0,0,0,17880.99854,14281.00175,3599.996791,1.004226106,0,0,0,0,0,6314.99897,0,0,0,0,0,14280.00114,6314.99897,0,0,0,44.21957983,88.43915966,3,5,Moderate
148586,6961,696,2,1,1,1,1,4,13,4,5,4,2,1,3,3,0,0,0,0,0,0,1,0,0,64229399.99,11169000,53060399.99,3444799.999,350399.9995,0,3094400,0,2460000.001,4810719.999,4633000.001,0,0,0,0,296200.0004,177719.9984,0,0,0,43.0720745,44.66326439,3,3,Moderate
148596,6991,699,1,2,2,1,1,2,8,3,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,300080.0007,149080,150999.9971,35479.99954,17359.99699,18120.00074,0,63599.9988,0,19500.00101,0,0,0,0,0,50000.00167,19500.00101,0,0,1,13.08022606,26.16045212,2,2,Conservative
148601,7001,700,1,2,2,1,1,4,12,3,1,2,0,2,1,2,0,0,0,0,0,1,0,0,0,276000.0013,76000.00363,199999.9976,799.9972765,600.0024809,200.0038427,0,0,0,37500.00126,0,0,0,0,0,75000.00251,37500.00126,0,0,1,49.34210456,98.68420912,3,5,Moderate
148606,7011,701,1,1,2,1,1,3,9,2,3,4,4,1,3,3,0,0,0,0,0,0,1,0,0,446421.9991,70222.00326,376199.9958,221.9972991,22.00250352,200.0038427,0,0,0,10599.9992,0,0,0,0,0,69999.99692,10599.9992,10000.00214,0,0,15.09498263,30.18996527,2,3,Conservative
148611,7021,702,2,1,2,1,1,4,14,5,5,5,0,1,1,3,0,0,0,0,0,0,1,0,0,3049432.001,911471.998,2137959.996,72872.00035,14120.00169,12923.99916,8628.001296,0,20199.99908,519403.9993,20199.99908,0,0,0,0,818400.0021,491040.0002,818400.0021,0,0,56.98518445,100,4,5,Aggressive
148616,7031,703,1,1,2,1,1,4,13,3,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,3521799.997,1603000.003,1918800.003,321999.9985,21999.99748,0,300000.001,0,26000.00196,475999.9989,186000.0001,0,0,0,0,369999.9979,289999.9989,270000.0036,0,0,29.69432303,47.78540215,2,3,Conservative
148626,7051,705,2,1,2,1,1,4,13,3,4,1,1,2,1,1,0,0,0,0,0,0,1,0,0,6237671.998,3019472.001,3218199.995,55999.99934,3000.003357,3000.003357,50000.00167,0,90000.0012,2126536,1112536.001,0,0,0,0,39999.99953,20000.00429,39999.99953,0,0,70.42741244,71.08978004,5,5,Very Aggressive
148631,7061,706,1,2,1,1,1,3,9,4,5,5,0,1,1,2,1,0,0,0,0,0,0,0,0,278535.9997,44825.99898,233710.0007,225.9997282,225.9997282,0,0,0,44599.99925,44599.99925,44599.99925,0,0,0,0,0,0,0,0,0,99.49582891,99.49582891,5,5,Very Aggressive
148636,7071,707,2,1,2,1,2,4,14,3,3,4,2,1,1,1,0,0,0,0,0,1,0,0,0,778799.9976,110999.9994,667799.9983,6600.000149,4500.000513,2099.999636,0,0,0,26000.00196,0,0,0,0,0,100000.0033,26000.00196,0,0,1,23.42342532,46.84685064,2,3,Conservative
148641,7081,708,2,1,2,1,1,4,14,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,12649620,5490499.997,7159120,412499.9957,25000.00084,137499.9956,249999.9993,0,0,2960615.382,875000.0022,0,0,0,0,3649999.996,1900615.386,799999.9996,0,0,53.92250949,88.53894492,4,5,Aggressive
148646,7101,710,1,2,2,1,1,4,12,4,5,3,0,2,3,3,0,0,0,0,0,1,0,0,0,188150.0029,2349.997654,185799.9962,2349.997654,2349.997654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148651,7111,711,1,1,2,1,1,3,9,2,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,172939.9979,17599.99979,155340.0018,1499.997155,1499.997155,0,0,3000.003357,0,5121.001271,2349.997654,0,0,0,0,10499.99818,2770.999998,4000.000858,0,0,29.09659847,44.84091683,2,3,Conservative
148656,7121,712,2,1,1,1,1,2,8,1,2,5,0,1,3,2,0,0,0,0,0,0,1,0,0,426675.9988,9676.000805,416999.9962,9676.000805,696.0010684,8979.999736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148661,7131,713,1,1,2,1,1,2,8,1,1,2,0,2,1,2,0,0,0,0,0,0,1,0,0,125976.0016,4375.999397,121600.0022,1590.002956,1590.002956,0,0,0,0,2544.300026,0,0,0,0,0,2785.998251,2544.300026,0,0,0,58.14214754,100,4,5,Aggressive
148666,7141,714,2,3,2,1,1,3,9,6,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,2330400.001,1904999.997,425399.9966,115000.002,92799.99891,0,22200.00313,1599999.999,39999.99953,39999.99953,39999.99953,0,0,0,0,149999.996,0,149999.996,0,1,2.099737512,2.099737512,1,1,Very Conservative
148671,7151,715,3,4,4,0,1,2,8,6,6,5,0,1,3,2,0,0,0,0,1,0,0,0,0,776884.0012,529803.9982,247079.9993,1804.000825,603.9976723,1199.995915,0,60000.00382,0,87300.0009,0,0,0,0,0,453000.0021,87300.0009,304000,0,1,16.47779201,32.95558402,2,3,Conservative
148676,7161,716,2,1,2,1,1,4,12,3,2,5,0,1,3,3,0,0,0,0,0,0,1,0,0,4904239.999,1654120,3250119.999,245000.0028,20000.00429,0,25000.00084,0,1200000.004,1338410.002,1219999.999,0,0,0,0,169119.9996,118409.9993,85599.9999,0,0,80.91371857,88.07220763,5,5,Very Aggressive
148686,7181,718,2,1,2,1,1,4,14,5,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,18439000,9779999.998,8658999.999,230000.0041,20000.00429,0,209999.9998,0,0,4610000.002,3250000,0,0,0,0,3399999.996,1360000.002,3399999.996,0,0,47.13701435,61.04294484,3,4,Moderate
148691,7191,719,1,1,1,1,1,4,14,4,5,5,0,1,3,1,0,0,0,0,0,1,0,0,0,3013000.001,2286999.999,725999.9982,622320.0002,1000.001119,140820.0033,480499.9958,0,13199.99668,895020.0005,644199.9972,0,0,0,0,383479.9982,250819.9997,21279.99993,0,0,39.13511154,50.10231747,3,4,Moderate
148696,7201,720,3,4,4,0,1,2,8,4,6,5,0,1,1,2,0,0,0,0,0,1,0,0,0,103339.996,14040.00377,89300.00132,39.9971497,39.9971497,0,0,0,0,3919.999321,0,0,0,0,0,13999.99757,3919.999321,0,1,0,27.92021558,55.84043117,2,4,Conservative
148706,7221,722,1,1,1,1,2,3,9,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,494699.999,425079.9995,69619.99776,119999.9986,104999.9999,0,14999.99869,0,0,175080.0002,0,0,0,0,0,205079.9994,175080.0002,29999.99739,0,0,41.18754126,82.37508251,3,5,Moderate
148711,7231,723,2,2,2,1,1,4,12,2,3,4,2,1,3,2,0,0,0,0,0,1,0,0,0,890439.9984,243000.0005,647439.9979,5999.997668,4000.004477,2000.002238,0,0,44999.99608,134999.9973,134999.9973,0,0,0,0,75000.00251,0,0,0,0,55.55555431,55.55555431,4,4,Aggressive
148716,7241,724,1,1,2,1,1,3,9,4,5,5,0,1,3,2,0,0,0,0,0,0,1,0,0,5177000.004,3875000.003,1302000.001,10000.00214,0,0,10000.00214,3000000.001,0,244999.9992,0,0,0,0,0,449999.997,224999.9985,0,0,1,6.322580618,12.12903219,1,2,Very Conservative
148731,7271,727,1,1,2,1,1,4,14,4,5,4,2,1,3,1,0,0,0,0,0,1,0,0,0,559199.9979,29800.00259,529400.0008,4800.001753,4800.001753,0,0,0,0,0,0,0,0,0,0,25000.00084,0,25000.00084,0,1,0,0,1,1,Very Conservative
148736,7281,728,1,2,2,1,1,4,12,2,4,1,2,2,3,3,0,0,0,0,0,1,0,0,0,204799.9994,33200.00097,171600.0021,14800.0039,1300.00236,13500.00154,0,0,0,5280.000119,0,0,0,0,0,15399.99914,3779.999345,0,0,1,15.90361435,27.28915422,2,2,Conservative
148741,7291,729,2,3,2,1,2,4,12,1,3,4,1,1,3,3,0,0,0,0,0,0,1,0,0,73139.99844,36200.00071,36939.99954,8200.00013,1000.001119,7199.999011,0,0,0,3000.003357,0,0,0,0,0,3000.003357,3000.003357,3000.003357,0,0,8.287301931,16.57460386,1,2,Very Conservative
148751,7311,731,2,1,2,1,1,4,14,2,3,4,2,1,3,3,0,0,0,0,0,0,1,0,0,6011999.999,2954200,3057800.002,382000.0023,31999.99962,350000.0027,0,0,499999.9986,2402200.001,1299999.998,0,0,0,0,752200.0004,752200.0004,21999.99748,0,0,81.31473838,100,5,5,Very Aggressive
148761,7331,733,1,1,2,1,1,4,13,1,3,4,2,1,3,1,0,0,0,0,0,1,0,0,0,343979.9983,141999.9979,201980.0004,300.0012404,300.0012404,0,0,0,0,32429.99839,0,0,0,0,0,111200.0032,32429.99839,0,0,0,22.83802737,45.67605475,2,3,Conservative
148766,7341,734,2,1,2,1,1,4,12,1,1,2,0,2,3,2,0,0,0,0,0,0,1,0,0,364700.0001,109100.0018,255599.9984,49000.00055,30999.9985,18000.00205,0,0,0,55099.99562,0,0,0,0,0,55099.99562,55099.99562,55099.99562,0,0,50.50411982,100,4,5,Aggressive
148771,7351,735,1,2,2,1,1,4,12,1,2,5,0,1,3,2,0,0,0,0,0,1,0,0,0,334499.9989,3499.999393,330999.9995,3499.999393,3499.999393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Very Conservative
148781,7371,737,1,1,2,1,1,4,13,3,3,4,2,1,3,3,0,1,0,0,0,0,0,0,0,910899.9998,352999.9988,557900.001,149999.996,20000.00429,130000.0007,0,0,140000.0029,215300.0012,140000.0029,0,0,0,0,62999.99813,62999.99813,0,0,0,60.99150197,78.83852699,4,5,Aggressive
148786,7381,738,4,4,4,1,1,4,12,1,4,1,2,2,1,2,0,0,1,0,0,0,0,0,0,41335.99842,7640.000227,33696,6240.000469,499.996036,2239.999612,3499.999393,0,1399.999757,1399.999757,1399.999757,0,0,0,0,0,0,0,0,0,18.32460361,18.32460361,2,2,Conservative
148791,7391,739,1,2,2,1,1,4,12,2,3,4,2,1,1,3,0,0,0,0,0,1,0,0,0,299699.9979,35499.99902,264199.9971,3499.999393,3499.999393,0,0,0,0,15080.00023,0,0,0,0,0,31999.99962,15080.00023,0,0,0,42.47887506,84.95775013,3,5,Moderate
148796,7401,740,3,4,4,0,1,2,8,6,6,5,0,1,3,3,0,0,1,0,0,0,0,0,0,134700.0015,50060.00011,84639.99955,11660.00056,11660.00056,0,0,38399.99774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148802,7412,741,2,1,2,1,2,4,12,3,4,1,1,2,3,3,0,1,0,0,0,0,0,0,0,47594.99776,23794.99736,23800.0004,3795.002121,0,2935.000073,859.9975246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148806,7421,742,3,4,4,0,1,1,5,6,6,3,0,2,3,3,0,0,0,0,1,0,0,0,0,148380.0019,98380.00027,50000.00167,21139.99815,5999.997668,15140.00048,0,73199.99869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148816,7441,744,1,2,2,1,1,4,12,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,723280.0003,333679.9985,389600.0018,22480.00308,22480.00308,0,0,0,4000.004477,166100.0022,44000.00401,0,0,0,0,249200.0002,122099.9982,249200.0002,0,0,49.77823153,86.37017554,3,5,Moderate
148821,7451,745,1,3,1,1,1,2,8,2,2,5,0,1,1,2,0,0,0,0,0,0,1,0,0,154227.9996,20828.00047,133400.0027,8827.999711,1807.999635,7020.000076,0,0,0,5999.997668,0,0,0,0,0,12000.00438,5999.997668,12000.00438,0,0,28.80736283,57.61472567,2,4,Conservative
148826,7461,746,1,3,2,1,1,2,8,3,2,5,0,1,1,1,0,0,0,0,0,0,1,0,0,690765.9979,84725.9993,606040.0004,46489.99621,3490.002368,18000.00205,25000.00084,2499.998274,0,15498.60148,1199.995915,0,0,0,0,34535.99986,14298.60014,0,0,0,18.29261573,35.16889958,2,3,Conservative
148831,7471,747,2,2,2,1,1,4,14,2,3,4,3,1,3,3,0,0,0,0,0,0,1,0,0,26346400,23104000,3242400.001,874000.001,50000.00167,823999.9994,0,0,20000000,21561599.99,20000000,1100000.001,0,499999.9986,0,1129999.998,1100000.001,1129999.998,0,0,93.3240997,98.08518003,5,5,Very Aggressive
148836,7481,748,1,1,2,1,1,4,12,3,1,2,0,2,3,3,0,0,0,0,0,0,1,0,0,191900.0003,9300.002266,182599.9981,3299.995551,799.9972765,2499.998274,0,0,0,3559.999641,0,0,0,0,0,5999.997668,3059.999987,5999.997668,0,0,38.27955671,71.18277436,3,5,Moderate
148856,7521,752,1,3,1,1,1,2,8,3,2,5,0,1,3,3,0,0,0,0,0,1,0,0,0,639889.9981,116989.9982,522899.9998,7640.000227,2539.997233,1099.998517,4000.004477,0,0,108600.0021,0,0,0,0,0,108600.0021,108600.0021,0,0,0,92.82845011,100,5,5,Very Aggressive
148861,7531,753,4,4,4,1,1,2,8,4,5,3,0,2,1,3,0,0,0,0,0,0,1,0,0,95869.99773,5350.001011,90519.99853,3349.998773,150.0006202,3199.998153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148866,7541,754,4,4,4,1,1,1,3,4,5,4,2,1,1,1,0,0,0,0,0,1,0,0,0,364945.0005,41125.00237,323819.9982,25125.00256,3124.999652,0,21999.99748,0,0,2400.000876,0,0,0,0,0,15999.99981,2400.000876,0,0,0,5.835868056,11.67173611,1,2,Very Conservative
148871,7551,755,1,1,2,1,1,4,14,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,2975129.999,2248850.001,726279.9982,13849.99695,12999.99645,850.0004989,0,0,0,1383000.001,39999.99953,0,0,0,0,2170000.004,1343000.001,69999.99692,0,0,61.49809903,100,4,5,Aggressive
148876,7561,756,1,1,2,1,2,2,8,4,5,1,1,2,3,3,0,0,0,0,1,0,0,0,0,5192.000961,5192.000961,0,1612.000031,1545.997948,66.00208231,0,0,0,758.9995195,0,0,0,0,0,3579.999121,758.9995195,0,1,0,14.61863211,29.23726421,2,2,Conservative
148881,7571,757,2,1,2,1,1,4,12,3,4,1,2,2,1,1,0,0,0,0,0,1,0,0,0,6460636,1364096.002,5096539.998,937296.0016,33295.99955,14999.99869,888999.9997,300000.001,1000.001119,110629.999,93400.00139,0,0,0,0,33399.99938,17229.99947,33399.99938,0,0,8.110132932,9.373240474,1,1,Very Conservative
148886,7581,758,1,1,2,1,1,4,12,3,3,4,4,1,1,2,0,0,0,0,0,1,0,0,0,1461331.998,994131.9984,467199.9981,52331.99925,2672.001398,49660.00147,0,11600.00393,83400.00286,640710.0002,94999.99775,0,0,0,0,790399.9979,545709.9989,74400.00184,0,0,64.44918796,100,4,5,Aggressive
148891,7591,759,2,1,2,1,1,3,9,4,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,12535996,1270595.999,11265400,164596.0008,64396.00088,0,100200,0,814199.9974,1063400.001,814199.9974,0,0,0,0,249200.0002,249200.0002,249200.0002,0,0,83.69300722,100,5,5,Very Aggressive
148896,7601,760,2,2,2,1,1,3,11,3,4,1,1,2,1,2,0,0,0,0,0,0,1,0,0,36920.00006,12719.99831,24199.99994,2000.002238,2000.002238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148901,7611,761,2,2,2,1,1,4,12,4,5,5,0,1,3,3,0,0,0,0,0,1,0,0,0,326159.9988,178799.9993,147360.0013,13999.99757,1400.001567,10000.00214,2600.00291,0,0,164799.9999,0,0,0,0,0,164799.9999,164799.9999,164799.9999,0,0,92.17002268,100,5,5,Very Aggressive
148916,7641,764,1,1,2,1,1,4,13,3,3,4,2,1,3,3,0,0,0,0,0,1,0,0,0,5220299.997,4262099.999,958199.9957,54500.00219,52999.99598,1499.997155,0,0,1900000,2757869.999,1900000,0,0,0,0,207599.9989,92870.00161,39999.99953,0,0,64.70683464,66.88580748,4,4,Aggressive
148921,7651,765,3,4,4,0,1,1,3,6,6,3,0,2,3,2,0,0,0,0,0,0,1,0,0,2365200,857400.0005,1507799.999,87999.99897,87999.99897,0,0,0,0,605200.0006,499999.9986,0,0,0,0,0,0,0,0,0,70.58549104,70.58549104,5,5,Very Aggressive
148926,7661,766,1,1,2,1,2,4,12,1,1,2,0,2,3,2,0,0,0,0,0,1,0,0,0,38118.002,22518.00264,15599.99936,2217.998918,2217.998918,0,0,0,0,7400.002853,0,0,0,0,0,20000.00429,7400.002853,0,0,0,32.86260763,65.72521526,3,4,Moderate
148931,7671,767,3,4,4,0,2,2,8,6,6,3,0,2,1,1,0,0,1,0,0,0,0,0,0,32479.9998,6679.999876,25799.99811,799.9972765,799.9972765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Very Conservative
148941,7701,770,2,1,2,1,1,3,11,4,5,5,0,1,1,2,0,0,0,0,0,0,0,1,0,3549999.999,58000.00158,3491999.998,58000.00158,50000.00167,7999.999906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Very Conservative
148946,7711,771,1,2,2,1,1,2,8,4,5,5,0,1,3,3,0,0,0,0,0,0,1,0,0,1343279.999,1027540.001,315739.9985,212079.9999,0,185399.9994,26680.00055,50000.00167,82199.9979,473789.9994,82199.9979,0,0,0,0,683260.0013,391589.9997,118060.0002,0,0,46.10915381,84.21861908,3,5,Moderate
148951,7721,772,3,4,4,0,1,2,8,5,6,5,0,1,1,1,0,0,0,0,1,0,0,0,0,345739.9995,31499.99635,314240.0014,8099.997304,99.99739779,7999.999906,0,0,0,7970.001591,0,0,0,0,0,23399.99905,7970.001591,23399.99905,0,0,25.30159529,50.60319057,2,4,Conservative
148966,7751,775,1,2,2,1,2,2,8,2,1,2,0,2,3,1,0,0,0,1,0,0,0,0,0,2126.00095,1125.999831,1000.001119,499.996036,499.996036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148971,7761,776,3,4,4,0,1,4,12,3,4,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1513850,469450.002,1044400.002,159449.9989,51449.99561,0,108000.0033,10000.00214,0,0,0,0,0,0,0,300000.001,0,300000.001,0,0,0,0,1,1,Very Conservative
148981,7781,778,1,3,2,1,1,2,8,5,5,4,1,1,1,2,0,0,0,0,0,1,0,0,0,184841.6008,31701.60153,153140.0011,2151.598764,851.600023,1300.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
148986,7791,779,1,2,2,1,1,4,12,3,2,5,0,1,3,2,0,0,0,0,0,1,0,0,0,497500.004,170700.0001,326800.0038,40699.99941,3700.003236,36999.99617,0,130000.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Very Conservative
149001,7821,782,2,2,2,1,1,2,8,4,5,5,0,1,1,3,0,0,0,0,0,0,1,0,0,255719.9988,17779.99873,237940.0001,14239.99857,4380.001826,9860.000359,0,0,0,1107.000958,0,0,0,0,0,3540.000162,1107.000958,0,0,1,6.226102574,12.45220515,1,2,Very Conservative
149006,7831,783,1,3,1,1,1,1,3,4,5,4,1,1,1,3,0,0,0,0,0,0,1,0,0,166959.9979,55799.9955,111160.0024,5800.002872,799.9972765,4999.996549,0,0,0,29999.99739,0,0,0,0,0,50000.00167,29999.99739,0,0,1,53.76344051,100,4,5,Aggressive
149011,7841,784,2,1,2,1,1,4,12,4,5,4,1,1,1,3,0,0,0,0,0,0,1,0,0,1953700.002,1145199.999,808500.001,23799.99949,5950.003492,200.0002238,17649.99759,0,11600.00393,641500.0023,41500.0003,0,0,0,0,999999.9973,600000.002,999999.9973,0,0,56.01641661,100,4,5,Aggressive
